"pca_id","pca_description","product_family","business_unit","technology_group"
"73-11706-13","PCA,MBRD,SHEYOJEE, NEZHA24PWR","C3560","UABU","ENGTG"
"73-11705-13","PCA,MBRD,SHEYOJEE, WUKONG 48PWR","C3750","UABU","ENGTG"
"73-14353-01","PCA,DBRD,ALRM DSPLY,GSR10","","",""
"73-14352-01","PCA,MBRD,TRON","","",""
"73-14139-02","PCA,OTHER,48P,RJ45,10/100/1000wVOICE,TibanCR","C4500","UABU","ENGTG"
"73-12779-01","PCA,DBRD,TYPHOON DEMO P4040 DAUGHTER CARD, VIKING","","",""
"73-12428-01","PCA,MBRD,K10,OBELIX,SUPVR,GETAFIX","","",""
"73-12300-03","PCA,DBRD,EVERGREEN - LED/USB mini-B DC","C3750X","UABU","ENGTG"
"73-11972-04","PCA,DBRD,DRAUGHT","C2960","UABU","ENGTG"
"73-11933-04","PCA,DBRD,VOBLA,Pb FREE","C2960S","UABU","ENGTG"
"73-14361-01","PCA,MDPLN,PANINI,SC_MPC,MTP","","",""
"73-14362-01","PCA,DBRD,CA, CONTRL PANEL, FULL BLADE, SEQUOIA","UCSX","SAVBU","SAVTG"
"73-14363-01","PCA,BKPLN,CA, HDD BKPLN, FULL BLADE, SEQUOIA","UCSX","SAVBU","SAVTG"
"73-14367-01","PCA,MBRD,Porter,Blackhook24,Pb-Free","","",""
"73-14354-01","PCA,DBRD,GSR,MBPWR/ALRM-16 Pb-Free","","",""
"73-14356-01","PCA,OTHER,CA, LSI CONTRL MODULE, CA, FULL BLADE","","",""
"73-14359-01","PCA,MDPLN,PANINI,LINKMILL,RP_MPC,MTP","","",""
"73-14360-01","PCA,MBRD,PANINI,RP_LC_SC_IFC,MTP","","",""
"73-14742-01","PCA,OTHER,PF,TELPRES,Camara Head Sensor, Tulip","","",""
"73-14743-01","PCA,OTHER,PF,PF,TELPRES,Camera Head - HDR Sensor, Tulip","","",""
"73-14364-01","PCA,MBRD,,Porter,Blackhook48PWR,Pb-Free","","",""
"73-14365-01","PCA,MBRD,,Poeter,Blackhook48,Pb-Free","","",""
"73-14366-01","PCA,MBRD,,Poeter,Blackhook24PWR","","",""
"73-14369-02","PCA,OTHER,SM-NM Adapter for Exagon, Pb-Free","","",""
"73-3414-01E1","PCA,SUB,NPE-300,MP VX","","",""
"73-18024-01","PCA,MBRD,STORAGE,HDD CARD,WOODLAKE-R","","",""
"73-100679-01","PCA,GMSA LPF/TRIM 204MHz, Test Fixture","","",""
"73-100718-01","PCA,GMSA HPF/TRIM 1.2GHz, Test Fixture","","",""
"73-101079-01","PCA, MRBD, Potenza40 V2","","",""
"73-15468-02","PCA,MBRD,PCA,MBRD,IncredibleCR 48","","",""
"73-13992-02","PCA, LFT 2-Fan Controller/Distribution PCBA,ASR5K","ASR5000","MIBU","MITG"
"73-13808-02","PCA,SWITCH PROCESSOR I/O CARD, 3 PIN HDR","ASR5000","MIBU","MITG"
"73-11653-03","PCA,DBRD,BEND,FAN TRAY BD","N5000","DCSABU","SAVTG"
"73-3454-04","PCA,SUB,BRAVEHEART,TEB/3810-E1","","",""
"73-7407-01","PCA,Constellation2,Poorva,SUP3 Base-Board","","",""
"73-15780-01","PCA,MBRD,DC-2FXS/DID, Operation Dynamo","","",""
"73-15778-01","PCA,MBRD,NIM-2FXS/DID, Operation Dynamo","ICV","SRGBU","ENGTG"
"73-14812-01","PCA,OTHER,JB,FAN TRAY CONTROLLER","","",""
"73-6424-01","PCA,Einschub STG 1 SLA","","",""
"73-9514-02","PCA,DB_LOBOS_FASTTRACK","","",""
"73-16462-01","PCA,DBRD,UTAH Risercard","","",""
"73-2379-03E1","PCA,SUB,LINE CARD 1x1,CR","","",""
"73-219570-02","PCA,ASY,PCB BXM-622B-02","","",""
"73-18020-01","PCA,DBRD,400G-XP,Titano5, NCS2K","","",""
"73-18018-01","PCA,MBRD,400G-XP,Titano5, NCS2K","","",""
"73-18140-01","PCA,ADELPHI,40X10G/2X40G,Pb-free","","",""
"73-1895-01","PCA,SUB,TOMCAT FDDI SAS PCB 000877G-ESO","","",""
"73-1914-01","PCA,SUB,ISL TX,TEST","","",""
"73-1927-01","PCA,SUB,F/SWITCH 10 LED  000248","","",""
"73-1930-01","PCA,SUB,WART12 MAIN 000256","","",""
"73-1886-01","PCA,SUB,TOMCAT FDDI SAS PCB 000877B","","",""
"73-1889-01","PCA,SUB,TOMCAT FDDI SAS PCB 000877E","","",""
"73-1891-01","PCA,SUB,TOMCAT FDDI SAS PCB 000877F-CP","","",""
"73-1893-01","PCA,SUB,TOMCAT FDDI SAS PCB 000877G","","",""
"73-1952-01","PCA,SUB,LED T-DEVIL 000323A","","",""
"73-1955-01","PCA,SUB,LED T-DEVIL 000323B","","",""
"73-1957-01","PCA,SUB,LED T-DEVIL 000323ZB","","",""
"73-1962-01","PCA,SUB,CAMSHAFT 000360E","","",""
"73-1939-01","PCA,SUB,EAGLE UTP 000319A","","",""
"73-1953-01","PCA,SUB,LED T-DEVIL 000323D","","",""
"73-1946-01","PCA,SUB,LED WARTHOG UTP 000321A","","",""
"73-1949-01","PCA,SUB,LED WARTHOG UTP 000321D","","",""
"73-2207-02","PCA,SUB,MIDPLANE,T1800","ERBUOLD","PABU","CTG"
"73-2219-01","PCA,SUB,TEST CARD,C3600","","",""
"73-2298-02","PCA,SUB,BXM-T3-00","","",""
"73-2297-01","PCA,SUB,PEM S3","","",""
"73-1882-01","PCA,SUB,TOMCAT USAS PCB 000861E-CP","","",""
"73-2299-01","PCA,SUB,BXM-E3-00","","",""
"73-2233-01","PCA,SUB,CSAW OCTAGONE,MOD 2K","","",""
"73-2227-02","PCA,SUB,DCINTERFACE,SILA,3640","3600","SRGBU","ENGTG"
"73-2247-01","PCA,SUB,AVAL_RISER_SMALL","","",""
"73-2244-01","PCA,SUB,INT ROUTER MOD,ACCESS","","",""
"73-209000-00","PCA,SUB,SCC LOCKDET PIGGY","","",""
"73-2083-01","PCA,SUB,2PORT,ISL,FX","","",""
"73-2079-01","PCA,SUB,4 PORT FIBER ST 000696ZC","","",""
"73-2071-01","PCA,SUB,4 PORT FIBER ST 000696B","","",""
"73-212720-00","PCA,SUB,FRSM","","",""
"73-211150-00","PCA,SUB,BNILM 3/T3","","",""
"73-212370-00","PCA,SUB,FTC","","",""
"73-2096-01","PCA,SUB,DATAPORT EXTNDR CSAW,003023ZA","","",""
"73-2044-01","PCA,SUB,FIBER F/NIC ST,000691ZA","","",""
"73-2040-01","PCA,SUB,FIBER F/HUB LED,000687C","","",""
"73-2036-01","PCA,SUB,ST FIBERHUB MAIN,000685A","","",""
"73-2032-01","PCA,SUB,TOMCAT 000678ZA","","",""
"73-2067-01","PCA,SUB,1 PORT FIBER ST 000695ZA","","",""
"73-2063-01","PCA,SUB,1 PORT FIBER ST 000695A","","",""
"73-2055-01","PCA,SUB,MARS,PM,COMBO-1E","","",""
"73-2048-01","PCA,SUB,FIBER /NIC SC,000716ZA","","",""
"73-2007-01","PCA,SUB,F/S MOD 80,000481ZA","","",""
"73-2009-01","PCA,SUB,F/S MOD 31,000482ZA","","",""
"73-2004-01","PCA,SUB,F/S MOD 80,000481A","","",""
"73-2012-01","PCA,SUB,B/PLANE F/S-MODF,000485A","","",""
"73-2024-01","PCA,SUB,TOMCAT FDAS,000678D","","",""
"73-2028-01","PCA,SUB,TOMCAT FDAS,000678F-ESO","","",""
"73-201060-01","PCA,SUB,EQ B 156 FT","","",""
"73-2018-01","PCA,SUB,FALCON LED,000527A","","",""
"73-1984-01","PCA,SUB,F/S-MODF,MAIN,000460B","","",""
"73-1976-01","PCA,SUB,F/S 2808 PCBA 001037C","","",""
"73-1967-01","PCA,SUB,CAMSHAFT FIXED 000360ZC","","",""
"73-1971-01","PCA,SUB,STINGRAY PCB 000990ZA","","",""
"73-1995-01","PCA,SUB,1 PORT FIBER SC,000478ZA","","",""
"73-1996-01","PCA,SUB,4 PORT FIBER SC,000479A","","",""
"73-1988-01","PCA,SUB,F/S-MODF,MAIN,000460ZB","","",""
"73-1992-01","PCA,SUB,LED,F/S-MODF,000461ZA","","",""
"73-218030-00","PCA,ASY,PCB LM SCSI2 3HSSI","","",""
"73-217860-00","PCA,ASY,PCB UTP 155-8","","",""
"73-218520-00","PCA,ASY,PCB FRM(B)","","",""
"73-218300-00","PCB ASY,5MB 8E1 LM","","",""
"73-216320-00","PCA,SUB,BCC32MSD","","",""
"73-216430-00","PCA,SUB,DB15 4X21 LM","","",""
"73-216580-01","PCA,SUB,UFI 10 X21","","",""
"73-216610-00","PCA,SUB,UFM 1 E1 BC DB15","","",""
"73-216670-00","PCA,SUB,AIT FC SDRAM","","",""
"73-217320-00","PCA,SUB,PEM S8","","",""
"73-217170-00","PCA,SUB,DC T1/E1","","",""
"73-217810-00","PCA,ASY,PCB SMF LR 155-4","","",""
"73-2137-01","PCA,SUB,RHINO,PAM,OC12-SM","","",""
"73-213820-00","PCA,SUB,AUM EXT","","",""
"73-214100-00","PCA,SUB,NCC","","",""
"73-214171-00","PCA,SUB,ATMR","","",""
"73-214920-00","PCA,SUB,SMF LM OC3","","",""
"73-215550-00","ASSY PCB BCC CR MODEL B","","",""
"73-216210-00","PCA,SUB,SB1 AEC","","",""
"73-216550-00","PCA,SUB,UFMU","","",""
"73-15750-01","PCA,OTHER,Rudy,Fan-interface,RB - Enhanced","","",""
"73-16398-01","PCA,OTHER,Panini Power Tray Interface Board","","",""
"73-15926-02","PCA,OTHER,IL Tempo, Front Touch Board","CTSDX","CVEBU","CVTG"
"73-15925-02","PCA,OTHER,IL Tempo, Side Board","CTSDX","CVEBU","CVTG"
"73-15285-03","PCA,MBRD,N9K,36P 40G QSFP LINECARD,WHISTLER","N9500","INSBU","INSTG"
"73-15847-03","PCA,MBRD,Minivan-4T4P,VOLT","IE2000","IOTBU","ENGTG"
"73-15049-01","PCA,DBRD,HELIUM2,O2-96T,N5K","N5000","DCSABU","SAVTG"
"73-16140-01","PCA,MDPLN,Digital Midplane TEST BOARD, Battlestar, Pb Free","","",""
"73-6630-04","PCA,IPTV,  MAIN BOARD","","",""
"73-14155-01","PCA,OTHER,Aswan Test board, Switch","","",""
"73-7996-09","PCA,MOTHERBOARD,RAINMAKER","","",""
"73-15770-03","PCA,MBRD,Torpedo","","",""
"73-8910-01","PCA,CONST+,APOLLO+CR/PINN3","","",""
"73-8102-01","PCA,TSM BIC,A,15454","","",""
"73-8134-01","PCA,ONS15600,TI TEST CARD","","",""
"73-15290-03","PCA,DBRD,CORTINA16, FM CPU DAUGHTERBOARD, BOREAL","N9500","INSBU","INSTG"
"73-16584-01","PCA,OTHER,HALO,SIBERIAN NIGHT,DIGITAL CARRIER CARD,-20 to 55C","","",""
"73-7405-06","PCA,CONST2,PLUTO,SUP3 BASEBOARD","","",""
"73-9057-01","PCA,DBRD7600,2PT OC-12,SI,BLACKTAIL+","","",""
"73-14238-02","PCA,OTHER,GALAXY9,WS-C4510R+E VAR FAN CNTRLR,Pb-FREE","C4500","UABU","ENGTG"
"73-14239-02","PCA,OTHER,GALAXY9,WS-X4597+E VAR FAN CNTRLR,JELIOS,Pb-FREE","C4500","UABU","ENGTG"
"73-13593-02","PCA,OTHER,,PB-FREE,GALAXY9,C4506-E VAR SPEED FAN CTRL","C4500","UABU","ENGTG"
"73-100108-02","PCA,Halley 2K Main Board","CTSMPS","CVEBU","CVTG"
"73-17482-06","PCA,DBRD,VIKING,TOMAHAWK,SKYHAMMER,12x100G DB","","",""
"73-4043755-01","ASSY,MECH,LOOPBACK BOARD DCM D9902","","",""
"73-16497-02","PCA,DBRD,MEMORY RISER CARD II,WINTERHAVEN, FOR IMPERIAL","UCSC","SAVBU","SAVTG"
"73-1801-01","PCA,SUB,VIP PA-HSSI","","",""
"73-12831-01","PCA,NORWALK,,FP_CERRITOS","","",""
"73-9634-01","PCA, DONOT USE DUMMY BOM","","",""
"73-4020776-01","PCA,MAINBOARD,COMPACT FIBER DEEP NODE","ON38","CABU","SPVTG"
"73-14616-02","PCA,DBRD,1XCHOC12/DS0 SPA, CHOPPER, Pb-Free","","",""
"73-14621-02","PCA,DBRD,2XCHOC12/DS0 SPA, CHOPPER, Pb-Free","","",""
"73-14270-03","PCA,OTHER,SPA-2X1GE-V2, (WANDA2+2),Pb-free","","",""
"73-14262-02","PCA,DBRD,,10x1GE,SPA,Pb-free","","",""
"73-14261-04","PCA,OTHER,,10X1GE-V2,BASE,SPA,Pb-free","","",""
"73-16286-02","PCA,MBRD,GLADIATOR24 CS, PB-FREE","","",""
"73-16593-02","PCA,DBRD,Nano,3G-GSM & CDMA expansion module","400REVN","SRGBU","ENGTG"
"73-212390-00","PCA,SUB,FTI X21","","",""
"73-212270-00","PCA,SUB,AAI2E3 LM","","",""
"73-215910-01","PCA,SUB,BNI3XX E3","","",""
"73-3885-01","PCA,CONST,AQUILA,16PT,GIG,MT","","",""
"73-7254-0151","PCA,SUB,GE,Zenith","","",""
"73-7524-01","PCA,250_Mhz_clk_module","","",""
"73-14044-06","PCA,MBRD,PRE5-RP(Router Processor Board)","","",""
"73-14045-06","PCA,MBRD,PRE5-FP(Forward Processor board)","","",""
"73-4007481-01","PCA,1GHz HPF/TRIM LE 42/54","RF38","CABU","SPVTG"
"73-11028-03","PCA,SUB,NPE MIDPLANE,UBR7225VXR","UBR7200","CABU","SPVTG"
"73-15246-01","PCA,DBRD,HARPER LAKE, STRETCH CONFORMAL COAT, CENBU, PB-FREE","","",""
"73-17922-05","PCA,DBRD,400G,SCAPA,LC,SAURON","","",""
"73-5866-05","PCA, MILANO BACKPLANE","CSS","ECBU","CTG"
"73-14059-01","PCA,OTHER,","","",""
"73-15605-05","PCA,MBRD,TOR, LAKE PLACID 96","","",""
"73-9451-01","PCA,OTHER, Gaugamela-Granikos Debug Board","","",""
"73-9347-03","PCA,SUB,HS123_1/2T,STAR,LCR,HFR","","",""
"73-7405-09","PCA,CONST2,PLUTO,SUP3 BASEBOARD","","",""
"73-7305-02","PCA,SUB,S123T,LCR,HFR","CRS","CORBU","CTG"
"73-7576-01","PCA, SUB, OTBU, CXC, AIP 64 Kbs","","",""
"73-7575-01","PCA,CANNON BALL/BNC,CR-SCHOONER","","",""
"73-7579-01","PCA,HAMPTON,MUX/DEMUX LOAD CARD","","",""
"73-7578-01","PCA,HAMPTON LINECARD LOAD CARD","","",""
"73-7942-01","PCA,Hercules,MARC","3200","IOTBU","ENGTG"
"73-7745-01","PCA,THOR,XC10GVXL,15454","","",""
"73-9391-01","PCA,OTHER,EIA-BICA24,15454","","",""
"73-9369-01","PCA,AJAX,PUDDY POWER SUPPLY TEST BOARD","","",""
"73-9701-01","PCA,OTHER,KALINA WIC MB","RANTRAN","PABU","CTG"
"73-9580-03","PCA,SUB,HS123,STAR,LCR,HFR","","",""
"73-9770-02","PCA,GALAXY10,WHIRLPOOL,TEST BACKPLANE","","",""
"73-9702-01","PCA,DBRD,KALINA DC","RANTRAN","PABU","CTG"
"73-5407-06","PCA,CONSTELLATION VENUS SLB","CSM","ECBU","CTG"
"73-7119-01","PCA,VIC,4FXO,M1","LEGCYI","UCEBU","UCTG"
"73-9005-02","PCA,MA-CTX,15310","15310","CORBU","CTG"
"73-9007-02","PCBA,MOTHERBOARD,ADSL,BORAD_A","WANLAN","SRGBU","ENGTG"
"73-9344-03","PCA,CAT4K,JAWS,48P 10/100/100 STKBLE","C4KFXD","EBBU","ENGTG"
"73-9205-01","PCA,CONST,SUTLUJ_DB","C6000","EBBU","ENGTG"
"73-9022-01","PCA,BBE-BIC-A,15310-MA","","",""
"73-9021-01","PCA,WBE-BIC-A,NG3XX","","",""
"73-9879-0151","PCA,SUB,FRSM-8E1","MGX","SMBU","MITG"
"73-7720-01","PCA,MILLER LIGHT,CONST2,TESTCARD","","",""
"73-13699-01","PCA,MBRD,MFG TV,LCR,PANINI","","",""
"73-14036-03","PCA,OTHER,16 Unified Ports, UC-GEM, Mammoth","UCSB","SAVBU","SAVTG"
"73-13700-01","PCA,DBRD,MFG TV,LCR,PANINI","","",""
"73-13733-01","PCA,OTHER,PF,N7K,DIJON-9,SPINE","","",""
"73-13291-03","PCA,MBRD,UBIQUITY, ROYAL ST, PB-FREE","","",""
"73-13292-03","PCA,MBRD,UBIQUITY, DECATUR ST, PB-FREE","","",""
"73-13376-03","PCA,DBRD,Hurricane Keypad board","","",""
"73-13377-03","PCA,DBRD,,Hurricane LCD","","",""
"73-1685-01E2","PCA,SUB,PANTHER,MTHRBD","3600","SRGBU","ENGTG"
"73-1823-02","PCA,SUB,MARS,NM,PRI,E1,BASE","","",""
"73-2119-01E1","PCA,SUB,YOSEMITE","C5000","EBBU","ENGTG"
"73-2119-11","PCA,SYNERGY,YOSEMITE,CPU_BOARD","C5000","EBBU","ENGTG"
"73-13734-01","PCA,OTHER,Pb-Free,VEGAS,HACIENDA,6 SLOT BACKPLANE","","",""
"73-14846-01","PCA,DBRD,UEA,Pegasus-1M,IM Riser card","ASR920","PABU","CTG"
"73-14847-01","PCA,DBRD,UEA,Pegasus,Fan module","ASR920","PABU","CTG"
"73-14848-01","PCA,DBRD,UEA,Pegasus-1M,Clock input card","","",""
"73-8214-01","PCA,ASY,CHAMP-16-T1E1","MGX","SMBU","MITG"
"73-8545-02","PCA,BRILLIANT,ACCESS POINT,POWER INJECTOR","AIRCMN","WNBU","ENGTG"
"73-8472-01","PCA,7XXX,PCI BUS ANALYZER","","",""
"73-8329-01","PCA, Speedy ASIC test board","","",""
"73-8130-03","PCA,CONTENT SERVICES GATEWAY","","",""
"73-7943-01","PCA,Hercules-A,SMIC","3200","IOTBU","ENGTG"
"73-8213-01","PCA, CARRERAS TEST CARD","","",""
"73-8136-01","PCA,ACCESS-II FL,REDBRICK","","",""
"73-13040-01","PCA,OTHER,CAT4K,CFP MFG TESTCARD MODULE,BARBADOS JR","","",""
"73-12981-01","PCA,OTHERDC3,SFP PLUS CRC TEST BOARD","","",""
"73-13087-02","PCA,MBRD,Audio Expansion board for Invictus","CTSIMS","CVEBU","CVTG"
"73-13041-01","PCA,OTHER,TIDE/CHESTNUT,THIRD RADIO MODULE TESTBOARD","","",""
"73-8802-01","PCA,VEGAS,ST TROPEZ,9 SLOT VERTICAL BP","","",""
"73-8612-03","PCA,SUB,SILVERBULLET - 40G LOOPBACK","","",""
"73-12835-02","PCA,DBRD,GALAXY10,OBELIX,2P-40GE,DOGMATIX","","",""
"73-8902-0151","SMB-8-T3E3","","",""
"73-10040-01","PCA,MDPLN,C3 FCI PADDLE CARD","","",""
"73-15756-01","PCA,MBRD,PF,ORSTED_24U,CSR","C3850","UABU","ENGTG"
"73-6044-05","PCA, 4 Port OC-3 POS MM (Hadar)","","",""
"73-8773-01","PCA, AXSM-16T3E3-XG","","",""
"73-7875-01","PCA,VEGAS,MOTEL 6,FEATURE BYPASS DHTR CARD","MDS9000","ECBU","CTG"
"73-14833-01","PCA,DBRD,I2C-IDPROM,M16,VULCANO","","",""
"73-15625-01","PCA,MBRD,Sword MB,PB-FREE","4300ISR","SRGBU","ENGTG"
"73-13875-01","PCA,BKPLN,M16,VULCANO","","",""
"73-17710-01","PCA,MBRD,TOR,DEER VALLEY","N9500","INSBU","INSTG"
"73-9658-01","PCA,R7KPDC-PXM1E","","",""
"73-7785-07","^PCA,GALAXY3,SKYWALKER,SUPERVISOR IV","","",""
"73-15794-02","PCA,DBRD,2E/M, Operation Dynamo","ICV","SRGBU","ENGTG"
"73-18043-01","PCA,BKPLN,MACALLAN ,DEANSTON,TEST BOARD","","",""
"73-2675-01","PCA,SUB,BXM-T3-12E","","",""
"73-206410","PCA,SUB,DTI5UB","","",""
"73-206166","PCA,ASY,DTI7UB","","",""
"73-16495-02","PCA,DBRD,QSFP28,3xANTARES,LC,PANINI","","",""
"73-16494-02","PCA,MBRD,CPAK,2xANTARES,LC,PANINI","","",""
"73-11658-05","PCA,MDPLN,DC3,MOSPORT-18","N7000","ECBU","CTG"
"73-10900-07","PCA,MDPLN,DC3,MOSPORT-10P","N7000","ECBU","CTG"
"73-17882-01","PCBA, BIG RED","","",""
"73-9242-06","PCA,ORION 1200D RADIO,802.11G,SiGe,ISL3865A,3.3V,US ONLY","AIR120A","WNBU","ENGTG"
"73-9388-05","PCA,HWIC, 802.11a/b/g, AirLink","WANLAN","SRGBU","ENGTG"
"73-12438-03","PCA, OTHER, XFP compliance Test card","","",""
"73-2142-01E2","PCA,SUB,SYNERGY,100 BASE-T LINE CARD","","",""
"73-3145-08","PCA,SUB,UFM-U 2","ERBUOLD","PABU","CTG"
"73-3129-01E8","PCA, SUB, COMMON CARD","","",""
"73-2163-01E1","PCA,SUB,SYNERGY,YOSEMITE,SB_INT","C5000","EBBU","ENGTG"
"73-3613-03","PCA,SUB,PA-IMA-T1 (DAUGHTER)","7000CMN","SRGBU","ENGTG"
"73-3193-05","^PCA,SUB,PA-OC3-SM","7000CMN","SRGBU","ENGTG"
"73-4631-02","PCA,T3E3BC-6DSX","","",""
"73-17469-02","DCSABU:N5K:NC48Q_BIXBY:MEZZ","","",""
"73-16189-01","PCA,MBRD,N9K,36P 40G QSFP+ LINECARD,MOENA","N9500","INSBU","INSTG"
"73-15604-02","PCA,MBRD,EAGLE MODULE SIMULATOR, M16, SCAPA","","",""
"73-10824-01","PCA,BKPLN,DC3,LINECARD M/P TEST BOARD","","",""
"73-13222-01","PCA,OTHER,40/100GE CFP Breakout, METRIX AC,CRBU","","",""
"73-2516-01","PCA,SUB,EVM V1.5","","",""
"73-11572-03","PCA,MBRD,CONST2,ANTEROS48CR_FS","","",""
"73-15000-04","PCA,MBRD,IBM-FEX","N2000","DCSABU","SAVTG"
"73-18026-01","PCA,DBRD,SAS Mezz - GonggaRock, Colusa 3","","",""
"73-8803-03","PCA,HYDRA96,CONST,96PT 10/100 MB","","",""
"73-15976-01","PCA,MBRD,TITANO3,NCS2K,15454","15454W","CORBU","CTG"
"73-16607-01","PCA,NIC,NIC, Wallander, NIM-2GE-CU-SFP","WANLAN","SRGBU","ENGTG"
"73-5005-02","PCA, SUB, WR15900, TIMING CARD, STRATUM 3E, REV3","","",""
"73-8892-01","PCA,Boardlet,SFP,10P ESCON 2.5G Muxponder,ONS15454","","",""
"73-4983-05","PCA, SUB, GALAXY II, JAM","C4000","UABU","ENGTG"
"73-8158-02","PCA,MANAGER SET TI-CR,MAIN BOARD","","",""
"73-16472-05","PCA,MBRD,SMIRNOFF,STOLI,8xGE,UPLINKS 2x1G/2SFP","","",""
"73-16473-05","PCA,MBRD,SMIRNOFF,BELVEDERE,PD/PSE,8xGE POE+,UPOE PD UNLINK 2x1G","","",""
"73-16470-05","PCA,MBRD,SMIRNOFF,STOLI 12xGE,UPLINKS 2x1G/2SFP","","",""
"73-16471-05","PCA,MBRD,SMIRNOFF,STOLI 8xGE POE+,UPLINKS 2x1G/2SFP","","",""
"73-16468-05","PCA,MBRD,SMIRNOFF,STOLI 12xGE POE+,UPLINKS 2x1G/2SFP","","",""
"73-16780-01","PCA,MBRD,CAT4K,Atris 40G,Mingla-lite,PB-FREE","","",""
"73-17448-01","ASY,ELMECH,N9K,32P 100G/40G QSFP LINECARD,CRANMORE","","",""
"73-17764-02","PCA,1x100GE CFP2 MPA, SLINGSHOT","","",""
"73-100389-01","PCA, Sispara-B Pan-Tilt Board","","",""
"73-100838-01","PCA,BREVA EXPRESS RX CXP2 PASSIVE LB TEST MODULE","","",""
"73-100813-01","PCA,BREVA EXPRESS TX CXP2 PASSIVE LB TEST MODULE","","",""
"73-15832-02","PCA,MBRD,PDC,1/16 Brick 3.3V,(MIO2)","ASR5500","MIBU","MITG"
"73-16101-02","PCA,OTHER,PORTER CR PHASE 2, RGB TEST BOARD","","",""
"73-100565-02","PCA,FWD AMP,GS7K 1.2G","","",""
"73-16372-01","PCA,DBRD,PANDA, PSM-SRE-910-K9=","APP","SRGBU","ENGTG"
"73-15642-02","PCA,OTHER,CYPRUS,FREEDOM,RF,TEST BOARD","","",""
"73-13812-02","PCA,SWITCH PROCESSOR I/O CARD, 3 PIN HDR w/Timing Module","ASR5000","MIBU","MITG"
"73-13821-02","PCA,GIGABIT ETHERNET LINE CARD (QGLC - QUAD 1 PORT, COPPER) LEAD FREE (ST40/ST16)","ASR5000","MIBU","MITG"
"73-10265-01","PCA,MBRD7600,RSP720-3B-GE,VSSO/PLUTO","","",""
"73-10266-01","PCA,DBRD7600,RSP-720-3BXL-GE,CHEVYS_AXLTY2","","",""
"73-6782-0251","PCA, SCCFC/B MAIN BOARD","","",""
"73-6550-02","PCA, 15454-SDH FAN CONNECT","15454E","CORBU","CTG"
"73-6759-01","PCA, SUB, E3RT TO DART INTERPOSER","","",""
"73-6557-01","PCA,LC48,SR,RING-STAR","","",""
"73-6758-02","PCA,VTOA T1 DB,LSBR,C85XX","","",""
"73-6550-03","PCA, 15454-SDH FAN CONNECT","15454E","CORBU","CTG"
"73-6744-01","PCA,Riker,G.shdsl,IAD24XX","IAD240","SRGBU","ENGTG"
"73-6538-01","PCA,Avatar, x10 G/E","","",""
"73-6739-01","PCA,PLACEHOLDER","","",""
"73-6528-02","PCA,SHANNA","","",""
"73-6735-01","PCA,MEM MOD,256MB,CHAMPLAIN","","",""
"73-6530-01","PCA,SANTA NSP2-SWITCH","","",""
"73-6734-01","PCA, WR15900, 17X17 MATRIX, NEW STACK","","",""
"73-6521-01","PCA,","","",""
"73-6727-01","PCA, SPMM, PVDM, SOLO 549 BASED DSP, 256K","","",""
"73-6527-01","PCA,SANTA NLC-DS3-HD","","",""
"73-5224-02","PCA,SUB,WR15920, ENET CONCENTRATOR","","",""
"73-6597-01","PCA,15327-MIC-21-3 (-A and -B)","","",""
"73-5205-02","GECO GO Live Test","","",""
"73-6615-01","PCA,PLIM-16OC48C-LR,LC-SM,HFR","","",""
"73-5065-0153","PCA,Sub AXSM-1-9953","","",""
"73-6579-01","PCA, SUB, WR15900, 128X128 MATRIX","","",""
"73-5003-03","PCA,SUB,7200,I/O,2FE","7200","SRGBU","ENGTG"
"73-6591-01","PCA,SLT DFC","","",""
"73-4889-06","PCA,SUB,CWAN BASE 2TMCx64M/2M,CPLUS","C6000","EBBU","ENGTG"
"73-6575-01","PCA,ANALOG TELEPHONE ADAPTER 181 MODULE","","",""
"73-4840-04","PCA, TRG Base","","",""
"73-6576-02","PCA,ANALOG TELEPHONE ADAPTER 182 MODULE","","",""
"73-4839-03","PCA, TRG Daughter","","",""
"73-6571-01","PCA, SWITCH/ CPU, MANHATTAN, PHASE 1","","",""
"73-6790-01","PCA,","","",""
"73-6573-02","PCA, BACKPLANE, HAMPTONS","15530","CORBU","CTG"
"73-6662-01","PCA, OC192, ICD","","",""
"73-6664-01","PCA,OC12/STM4-SM-XR,RINGSTAR8000","","",""
"73-6632-01","PCA,15454 OC48AS LR 1550 MODULE","","",""
"73-6656-01","PCA,MarcAntony, G50-2FE","VPN4000","STBU","STG"
"73-6627-01","PCA,4 LAMBDA,SEDGE ISLAND","","",""
"73-6628-01","PCA, ESM2 FOR CS150 W/2 DIMM","","",""
"73-6621-01","PCA,QTV_DC__TX_Mitel,HFR","","",""
"73-6625-01","PCA,TRANSPONDER,10M-2.5G,HAMPTON DUNES","","",""
"73-6715-01","PCA,TIBIA DRIVER","","",""
"73-6520-01","PCA, CLOB BEETHOVEN 2,","","",""
"73-6716-01","PCA,MAIN BOARD W AMPLI 1600","","",""
"73-6709-01","PCA,Constellation+,Apollo Diff","","",""
"73-6710-01","PCA,IOC/B-23","","",""
"73-6691-01","PCA,SUB,16FE-FX-SC","","",""
"73-6693-01","PCA,SUB,10GE Campus WDM, GSR","","",""
"73-6667-01","PCA,OC12/STM4-SM-IR-4,RINGSTAR8000","","",""
