"BOKFØRINGSDATO";"RENTEDATO";"ARKIVREFERANSE";"TYPE";"TEKST";"UT FRA KONTO";"INN PÅ KONTO";
"2013-04-15";"2013-04-15";"17017511383";"Varekjøp";"14.04 TYRI-HANS KVITF SNARØYVN 104 SNARØYA";30.00;;
"2013-04-12";"2013-04-12";"17017958321";"Varekjøp";"12.04 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";163.00;;
"2013-04-11";"2013-04-11";"17017797728";"Varekjøp";"11.04 CISCO CATERING  PHILIP PERDE LYSAKER";115.00;;
"2013-04-10";"2013-04-10";"17017728786";"Varekjøp";"09.04 SMART CLUB ALNA SMALVOLLVN 6 OSLO";695.00;;
"2013-04-10";"2013-04-10";"17017791149";"Varekjøp";"09.04 BAGEL & JUICE HAAKON DE VI OSLO";155.00;;
"2013-04-10";"2013-04-10";"17017448706";"Varekjøp";"09.04 IKEA SLEPENDEN  NESBRUVN. 40 BILLINGSTAD";79.00;;
"2013-04-09";"2013-04-09";"17017620353";"Varekjøp";"08.04 144 JERNIA CC VEST OSLO";280.00;;
"2013-04-09";"2013-04-09";"17017523773";"Varekjøp";"08.04 MENY CC VEST LILLEAKERVN  OSLO";641.60;;
"2013-04-09";"2013-04-09";"17017558118";"Varekjøp";"09.04 STATOIL SKØYEN  DRAMMENSVEIE OSLO";299.00;;
"2013-04-08";"2013-04-08";"17017290913";"Varekjøp";"08.04 SAXEN RØA VÆKERØVEIEN  OSLO";290.00;;
"2013-04-08";"2013-04-08";"17017357448";"Varekjøp";"06.04 SMALHANS AS WALDEMAR THR OSLO";340.00;;
"2013-04-08";"2013-04-08";"17017325896";"Varekjøp";"05.04 MENY CC VEST LILLEAKERVN  OSLO";317.19;;
"2013-04-08";"2013-04-08";"50001685147";"Visa";"*9469 04.04 USD 3.07 Amazon Web Services Kurs: 5.9446";18.25;;
"2013-04-05";"2013-04-05";"17017777804";"Varekjøp";"04.04 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";124.20;;
"2013-04-05";"2013-04-05";"50001685147";"Visa";"*9469 03.04 USD 0.19 GOOGLE *SVCS4092784844 Kurs: 5.9474";1.13;;
"2013-04-05";"2013-04-05";"17017309725";"Varekjøp";"05.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-04";"2013-04-04";"17017697840";"Varekjøp";"03.04 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";125.00;;
"2013-04-03";"2013-04-03";"17017762892";"Varekjøp";"03.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-03";"2013-04-03";"50001685147";"Visa";"*9469 28.03 NOK 99.00 SPOTIFY PREMIUM X 1 Kurs: 1.0000";99.00;;
"2013-04-03";"2013-04-03";"17017496288";"Varekjøp";"02.04 MENY CC VEST LILLEAKERVN  OSLO";435.87;;
"2013-04-02";"2013-04-02";"17017032539";"Varekjøp";"30.03 RÅHOLT LEKER AS SMIEGT. 2 GRAN";199.00;;
"2013-04-02";"2013-04-02";"17017919550";"Varekjøp";"01.04 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";97.00;;
"2013-04-02";"2013-04-02";"17017044642";"Varekjøp";"30.03 TRÅKK INN AS MEIERITRÅKKE GRAN";45.00;;
"2013-04-02";"2013-04-02";"17017976852";"Varekjøp";"02.04 SVERIGES AMABAS NOBELSGATE OSLO";1150.00;;
"2013-04-02";"2013-04-02";"17017574861";"Varekjøp";"01.04 ESSO JAREN . JAREN";28.00;;
"2013-04-02";"2013-04-02";"17017302734";"Varekjøp";"02.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-31";"2013-03-27";"17017389879";"Varekjøp";"26.03 MENY CC VEST LILLEAKERVN  OSLO";195.60;;
"2013-03-31";"2013-04-01";"90010000";"Kreditrente";"KREDITRENTER";;4.58;
"2013-03-31";"2013-03-27";"17017092223";"Varekjøp";"26.03 SHELL 7-ELEVEN  ULLERNCHAUSS OSLO";791.82;;
"2013-03-31";"2013-03-27";"17017836576";"Varekjøp";"27.03 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";116.00;;
"2013-03-26";"2013-03-26";"17017642199";"Varekjøp";"26.03 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";97.00;;
"2013-03-26";"2013-03-26";"17017831159";"Varekjøp";"26.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-26";"2013-03-26";"17017028170";"Varekjøp";"25.03 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";387.70;;
"2013-03-26";"2013-03-26";"17017220373";"Varekjøp";"26.03 VITUSAPOTEK CC  LILLEAKERVN. OSLO";14.50;;
"2013-03-26";"2013-03-26";"17017488525";"Varekjøp";"26.03 VITUSAPOTEK CC  LILLEAKERVN. OSLO";234.60;;
"2013-03-25";"2013-03-25";"50001685147";"Visa";"*9469 19.03 NOK 30.00 OSLO KOMMUNE TRAFIKKETAT Kurs: 1.0000";30.00;;
"2013-03-25";"2013-03-25";"17017562677";"Varekjøp";"22.03 PEPPES PIZZA GRINIVN 1 OSLO";219.00;;
"2013-03-25";"2013-03-25";"17017127043";"Varekjøp";"25.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-25";"2013-03-25";"91522467";"Overføring";"OVERFØRING MELLOM EGNE KONTI";10700.00;;
"2013-03-25";"2013-03-25";"91360573";"Overføring";"TIL KREDITTKORTKONTO";1969.00;;
"2013-03-25";"2013-03-25";"91522487";"Overføring";"OVERFØRING MELLOM EGNE KONTI";35000.00;;
"2013-03-25";"2013-03-25";"50975005590";"Lønn";"Lonn fra CISCO SYSTEMS NORWAY AS";;61629.19;
"2013-03-22";"2013-03-22";"91361311";"Overføring";"FRA KREDITTKORTKONTO";;170.00;
"2013-03-20";"2013-03-20";"17017723924";"Varekjøp";"20.03 FORSKNINGSPARKE GAUSTADALLEE OSLO";76.00;;
"2013-03-20";"2013-03-20";"17017904459";"Varekjøp";"19.03 MENY CC VEST LILLEAKERVN  OSLO";527.12;;
"2013-03-20";"2013-03-20";"17017918626";"Varekjøp";"20.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-19";"2013-03-19";"17017386202";"Varekjøp";"19.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-18";"2013-03-18";"17017070473";"Varekjøp";"17.03 OSLO VINTERPARK KASSE 1";295.00;;
"2013-03-18";"2013-03-18";"91520709";"Overføring";"OVERFØRING MELLOM EGNE KONTI";4567.00;;
"2013-03-18";"2013-03-18";"91520733";"Overføring";"OVERFØRING MELLOM EGNE KONTI";50.00;;
"2013-03-18";"2013-03-18";"17017753699";"Papirbasert reserve-løsning bet.terminal";"18.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-18";"2013-03-18";"17017546942";"Varekjøp";"16.03 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";121.10;;
"2013-03-18";"2013-03-18";"17017906272";"Varekjøp";"16.03 MENY CC VEST LILLEAKERVN  OSLO";46.03;;
"2013-03-18";"2013-03-18";"17017514725";"Varekjøp";"16.03 KIWI 410 LILLEA LILLEAKERVN. OSLO";14.96;;
"2013-03-18";"2013-03-18";"17017732676";"Varekjøp";"17.03 BYGDØY SUSHI BYGDØY ALLE  OSLO";360.00;;
"2013-03-18";"2013-03-18";"50968089152";"Giro";"Nettgiro fra: Hildegunn Mjelde Betalt: 18.03.13";;4567.00;
"2013-03-18";"2013-03-18";"17017753387";"Varekjøp";"15.03 MENY CC VEST LILLEAKERVN  OSLO";452.49;;
"2013-03-18";"2013-03-18";"17017298138";"Varekjøp";"17.03 GODT BRØD TRYVANNSVN OSLO";87.00;;
"2013-03-15";"2013-03-15";"17017589905";"Varekjøp";"15.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-15";"2013-03-15";"17017747204";"Varekjøp";"15.03 MENY VÆKERØVN.205 OSLO";89.00;;
"2013-03-15";"2013-03-15";"17017720757";"Varekjøp";"14.03 MENY CC VEST LILLEAKERVN  OSLO";52.70;;
"2013-03-15";"2013-03-15";"17017729757";"Varekjøp";"15.03 SAXEN RØA VÆKERØV 205  OSLO";280.00;;
"2013-03-14";"2013-03-14";"17017441900";"Varekjøp";"13.03 FROGNERSETEREN  HOLMENKOLLVN OSLO";203.00;;
"2013-03-14";"2013-03-14";"17017795720";"Varekjøp";"13.03 FROGNERSETEREN  HOLMENKOLLVN OSLO";195.00;;
"2013-03-13";"2013-03-13";"17017813466";"Varekjøp";"12.03 MENY CC VEST LILLEAKERVN  OSLO";139.60;;
"2013-03-13";"2013-03-13";"17017767520";"Varekjøp";"13.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-13";"2013-03-13";"17017947132";"Varekjøp";"12.03 KIWI 410 LILLEA LILLEAKERVN. OSLO";731.76;;
"2013-03-12";"2013-03-12";"17017728108";"Papirbasert reserve-løsning bet.terminal";"12.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-12";"2013-03-12";"17017768419";"Varekjøp";"11.03 MENY CC VEST LILLEAKERVN  OSLO";294.61;;
"2013-03-11";"2013-03-11";"17017059628";"Varekjøp";"09.03 MENY CC VEST LILLEAKERVN  OSLO";300.10;;
"2013-03-11";"2013-03-11";"17017431841";"Varekjøp";"09.03 SMALHANS AS WALDEMAR THR OSLO";580.00;;
"2013-03-11";"2013-03-11";"17017860773";"Varekjøp";"08.03 JOKER ULLERN ULLERN ALLE  OSLO";149.80;;
"2013-03-11";"2013-03-11";"17017608617";"Varekjøp";"09.03 GABEL BUTIKKD.  NEDRE SLOTTS OSLO";478.50;;
"2013-03-11";"2013-03-11";"17017809384";"Varekjøp";"09.03 FREDRIK&LOUISA  LILLEAKERVN. OSLO";130.00;;
"2013-03-11";"2013-03-11";"17017737369";"Varekjøp";"11.03 STATOIL SKØYEN  DRAMMENSVEIE OSLO";299.00;;
"2013-03-11";"2013-03-11";"17017675402";"Varekjøp";"10.03 RUTER AS 17 AUT DRONNINGENSG OSLO";200.00;;
"2013-03-11";"2013-03-11";"17017889295";"Varekjøp";"08.03 FAMENCO PIZZA J JARVEIEN 1 JAR";219.00;;
"2013-03-11";"2013-03-11";"50001685147";"Visa";"*9469 07.03 USD 0.42 GOOGLE *Services Kurs: 5.8095";2.44;;
"2013-03-11";"2013-03-11";"17017990777";"Varekjøp";"10.03 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";69.00;;
"2013-03-11";"2013-03-11";"17017884163";"Varekjøp";"11.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-11";"2013-03-11";"17017230723";"Varekjøp";"09.03 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";121.00;;
"2013-03-11";"2013-03-11";"17017124966";"Varekjøp";"10.03 BYGDØY SUSHI BYGDØY ALLE  OSLO";360.00;;
"2013-03-11";"2013-03-11";"50001685147";"Visa";"*9469 07.03 NOK 30.00 OSLO KOMMUNE Kurs: 1.0000";30.00;;
"2013-03-11";"2013-03-11";"17017780481";"Varekjøp";"09.03 NARVESEN 814 LILLEAKERVN  OSLO";29.00;;
"2013-03-11";"2013-03-11";"17017753731";"Varekjøp";"09.03 SHELL BJOLSEN M ARIDALS VOSLO";870.33;;
"2013-03-08";"2013-03-08";"50001685147";"Visa";"*9469 04.03 NOK 2145.00 BABYSWIM Kurs: 1.0000";2145.00;;
"2013-03-08";"2013-03-08";"17017260619";"Varekjøp";"07.03 IKEA SLEPENDEN  NESBRUVN. 40 BILLINGSTAD";161.00;;
"2013-03-08";"2013-03-08";"50001685147";"Visa";"*9469 06.03 USD 2.38 Amazon Web Services Kurs: 5.8151";13.84;;
"2013-03-08";"2013-03-08";"17017162705";"Varekjøp";"08.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-07";"2013-03-07";"17017837026";"Varekjøp";"07.03 SMALHANS AS WALDEMAR THR OSLO";430.00;;
"2013-03-07";"2013-03-07";"17017357929";"Varekjøp";"06.03 JOKER ULLERN ULLERN ALLE  OSLO";122.50;;
"2013-03-07";"2013-03-07";"50001685147";"Visa";"*9469 05.03 NOK 49.00 EUROPARK ONLINE Kurs: 1.0000";49.00;;
"2013-03-06";"2013-03-06";"50001685147";"Visa";"*9469 01.03 USD 0.42 GOOGLE *Services Kurs: 5.8571";2.46;;
"2013-03-06";"2013-03-06";"91360064";"Overføring";"TIL KREDITTKORTKONTO";50.00;;
"2013-03-06";"2013-03-06";"91520725";"Overføring";"OVERFØRING MELLOM EGNE KONTI";100.00;;
"2013-03-06";"2013-03-06";"17017836646";"Varekjøp";"05.03 MENY CC VEST LILLEAKERVN  OSLO";620.27;;
"2013-03-06";"2013-03-06";"17017141975";"Varekjøp";"06.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-06";"2013-03-06";"17017334679";"Varekjøp";"06.03 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";97.00;;
"2013-03-06";"2013-03-06";"50001685147";"Visa";"*9469 28.02 NOK 99.00 SPOTIFY PREMIUM X 1 Kurs: 1.0000";99.00;;
"2013-03-06";"2013-03-06";"17017810381";"Varekjøp";"06.03 CISCO CATERING  PHILIP PERDE LYSAKER";10.00;;
"2013-03-06";"2013-03-06";"91528176";"Overføring";"OVERFØRING MELLOM EGNE KONTI";187.00;;
"2013-03-05";"2013-03-05";"17017546632";"Varekjøp";"05.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-04";"2013-03-04";"17017029022";"Varekjøp";"02.03 STRAND BUTIKK STRANDALLEN  STABEKK";110.00;;
"2013-03-04";"2013-03-04";"17017037133";"Varekjøp";"01.03 MENY CC VEST LILLEAKERVN  OSLO";665.85;;
"2013-03-04";"2013-03-04";"17017175008";"Varekjøp";"02.03 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";135.00;;
"2013-03-04";"2013-03-04";"17017379990";"Varekjøp";"01.03 KIWI 410 LILLEA LILLEAKERVN. OSLO";142.29;;
"2013-03-04";"2013-03-04";"17017130802";"Varekjøp";"04.03 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-03-04";"2013-03-04";"17017653117";"Varekjøp";"02.03 NARVESEN 472 STRØMSVN.245 OSLO";29.00;;
"2013-03-04";"2013-03-04";"17017544681";"Varekjøp";"02.03 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";264.41;;
"2013-03-01";"2013-03-01";"17017377243";"Varekjøp";"01.03 TRANEN AS WALDEMAR THR OSLO";400.00;;
"2013-03-01";"2013-03-01";"17017913277";"Varekjøp";"01.03 CISCO CATERING  PHILIP PERDE LYSAKER";15.00;;
"2013-02-28";"2013-02-28";"17017278857";"Varekjøp";"27.02 Matkroken Bestu m Oslo";125.10;;
"2013-02-28";"2013-03-01";"90010000";"Kreditrente";"KREDITRENTER";;4.03;
"2013-02-28";"2013-02-28";"17017128389";"Varekjøp";"28.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";129.00;;
"2013-02-28";"2013-02-28";"17017568915";"Varekjøp";"28.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-28";"2013-02-28";"17017852629";"Varekjøp";"27.02 Matkroken Bestu m Oslo";39.80;;
"2013-02-27";"2013-02-27";"17017232579";"Varekjøp";"26.02 Rimi Lysehagan   Oslo";92.15;;
"2013-02-27";"2013-02-27";"17017389907";"Varekjøp";"27.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-26";"2013-02-26";"17017716656";"Varekjøp";"26.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-26";"2013-02-26";"17017016526";"Varekjøp";"26.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";79.00;;
"2013-02-26";"2013-02-26";"17017832152";"Varekjøp";"25.02 BYGDØY SUSHI BYGDØY ALLE  OSLO";360.00;;
"2013-02-26";"2013-02-26";"17017119572";"Varekjøp";"25.02 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";464.42;;
"2013-02-25";"2013-02-25";"17017617046";"Varekjøp";"25.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-25";"2013-02-25";"50975005114";"Lønn";"Lonn fra CISCO SYSTEMS NORWAY AS";;36388.63;
"2013-02-25";"2013-02-25";"17017980978";"Varekjøp";"24.02 7 - ELEVEN 7043 ULLERN ALLE  OSLO";34.00;;
"2013-02-25";"2013-02-25";"17017457661";"Varekjøp";"23.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";69.00;;
"2013-02-25";"2013-02-25";"91521950";"Overføring";"OVERFØRING MELLOM EGNE KONTI";10700.00;;
"2013-02-25";"2013-02-25";"17017698129";"Varekjøp";"22.02 Rimi Lysehagan   Oslo";328.12;;
"2013-02-25";"2013-02-25";"50001685147";"Visa";"*9469 21.02 NOK 34.00 Q-PARK AS (CALE) Kurs: 1.0000";34.00;;
"2013-02-25";"2013-02-25";"91522027";"Overføring";"OVERFØRING MELLOM EGNE KONTI";10000.00;;
"2013-02-22";"2013-02-22";"91361913";"Overføring";"FRA KREDITTKORTKONTO";;400.00;
"2013-02-21";"2013-02-21";"17017302907";"Varekjøp";"21.02 CISCO CATERING  PHILIP PERDE LYSAKER";22.00;;
"2013-02-21";"2013-02-21";"17017077100";"Varekjøp";"21.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";58.00;;
"2013-02-21";"2013-02-21";"17017364753";"Varekjøp";"20.02 303 MEGA SKØYEN HOVFARET 17  OSLO";481.68;;
"2013-02-20";"2013-02-20";"17017265889";"Varekjøp";"20.02 STATOIL SKØYEN  DRAMMENSVEIE OSLO";100.00;;
"2013-02-20";"2013-02-20";"17017983325";"Varekjøp";"20.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-20";"2013-02-20";"17017860485";"Varekjøp";"20.02 SAXEN RØA VÆKERØV 205  OSLO";280.00;;
"2013-02-20";"2013-02-20";"17017267950";"Varekjøp";"20.02 SMOOTHIE XCHANG KARENLYST AL OSLO";68.00;;
"2013-02-19";"2013-02-19";"50001685147";"Visa";"*9469 15.02 NOK 140.00 APPLE ITUNES STORE-NOK Kurs: 1.0000";140.00;;
"2013-02-19";"2013-02-19";"17017616993";"Varekjøp";"18.02 BYGDØY SUSHI BYGDØY ALLE  OSLO";364.00;;
"2013-02-19";"2013-02-19";"17017125383";"Varekjøp";"19.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-19";"2013-02-19";"17017158815";"Varekjøp";"18.02 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";456.07;;
"2013-02-18";"2013-02-16";"50971388916";"Overførsel";"Betalt: 18.02.13";;;
"2013-02-18";"2013-02-18";"17017404290";"Varekjøp";"18.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-18";"2013-02-18";"17017088223";"Varekjøp";"16.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";111.00;;
"2013-02-18";"2013-02-18";"17017030298";"Varekjøp";"16.02 KIWI 410 LILLEA LILLEAKERVN. OSLO";20.90;;
"2013-02-18";"2013-02-18";"17017013674";"Varekjøp";"16.02 KIWI 410 LILLEA LILLEAKERVN. OSLO";308.90;;
"2013-02-18";"2013-02-18";"17017172178";"Varekjøp";"16.02 IKEA SLEPENDEN  NESBRUVN. 40 BILLINGSTAD";468.00;;
"2013-02-18";"2013-02-18";"17017169495";"Varekjøp";"17.02 SHELL 7-ELEVEN  ULLERNCHAUSS OSLO";832.65;;
"2013-02-18";"2013-02-18";"17017333476";"Varekjøp";"17.02 STRAND BUTIKK STRANDALLEN  STABEKK";212.00;;
"2013-02-15";"2013-02-15";"17017443352";"Varekjøp";"15.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";112.00;;
"2013-02-15";"2013-02-15";"17017090292";"Varekjøp";"15.02 MENY CC VEST LILLEAKERVN  OSLO";337.56;;
"2013-02-14";"2013-02-14";"17017008071";"Varekjøp";"14.02 MESTER GRØNN 14 GJELLEBEKKST LIERSKOGEN";150.00;;
"2013-02-14";"2013-02-14";"17017680803";"Varekjøp";"13.02 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";154.88;;
"2013-02-14";"2013-02-14";"17017094837";"Varekjøp";"14.02 GRØNN AS LILLEAKERVN  OSLO";173.00;;
"2013-02-14";"2013-02-14";"17017328400";"Varekjøp";"14.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-14";"2013-02-14";"93602104";"Giro m/melding";"FRA: Geir Aasen                      Apple-TV";;1250.00;
"2013-02-13";"2013-02-13";"93601026";"Giro m/KID";"TIL: AMERICAN EXPRESS CARD SERVICES     BETNR:       463";6554.47;;
"2013-02-13";"2013-02-13";"91522054";"Overføring";"OVERFØRING MELLOM EGNE KONTI";1.00;;
"2013-02-13";"2013-02-13";"17017674895";"Varekjøp";"13.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-13";"2013-02-13";"91522063";"Overføring";"OVERFØRING MELLOM EGNE KONTI";;1.02;
"2013-02-13";"2013-02-13";"50001685147";"Visa";"*9469 11.02 NOK 7.00 APPLE ITUNES STORE-NOK Kurs: 1.0000";7.00;;
"2013-02-12";"2013-02-12";"50001685147";"Visa";"*9469 08.02 NOK 67.00 OSLO KOMMUNE Kurs: 1.0000";67.00;;
"2013-02-12";"2013-02-12";"50968019152";"Giro";"Nettgiro fra: Hildegunn Mjelde Betalt: 11.02.13";;5341.50;
"2013-02-12";"2013-02-12";"17017600662";"Varekjøp";"11.02 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";229.08;;
"2013-02-12";"2013-02-12";"17017278874";"Varekjøp";"12.02 ELKJØP SKØYEN DRAMMENSVN 1 OSLO";429.00;;
"2013-02-12";"2013-02-12";"50975029879";"Overførsel";"Fra: CISCO SYSTEMS NORWAY AS Betalt: 12.02.13";;6554.47;
"2013-02-12";"2013-02-12";"17017662973";"Varekjøp";"12.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-12";"2013-02-12";"91523249";"Overføring";"OVERFØRING MELLOM EGNE KONTI";5341.50;;
"2013-02-11";"2013-02-11";"17017645760";"Varekjøp";"10.02 STRAND BUTIKK STRANDALLEN  STABEKK";227.00;;
"2013-02-11";"2013-02-11";"17017188507";"Varekjøp";"09.02 VOLVAT MEDISINS BORGENVN.2A  OSLO";815.00;;
"2013-02-11";"2013-02-11";"17017661416";"Varekjøp";"10.02 STRAND BUTIKK STRANDALLEN  STABEKK";34.00;;
"2013-02-11";"2013-02-11";"17017573829";"Varekjøp";"09.02 MENY CC VEST LILLEAKERVN  OSLO";728.71;;
"2013-02-11";"2013-02-11";"17017493279";"Varekjøp";"11.02 STATOIL SKØYEN  DRAMMENSVEIE OSLO";299.00;;
"2013-02-11";"2013-02-11";"17017365798";"Varekjøp";"11.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-11";"2013-02-11";"17017109358";"Varekjøp";"10.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";69.00;;
"2013-02-11";"2013-02-11";"17017433002";"Varekjøp";"09.02 Rimi Lysehagan   Oslo";116.00;;
"2013-02-11";"2013-02-11";"17017125316";"Varekjøp";"09.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";158.00;;
"2013-02-08";"2013-02-08";"17017517738";"Varekjøp";"08.02 LILLE B LUNSJ O BYGDØY ALLE  OSLO";720.00;;
"2013-02-08";"2013-02-08";"17017172355";"Varekjøp";"07.02 BYGDØY SUSHI BYGDØY ALLE  OSLO";364.00;;
"2013-02-08";"2013-02-08";"50001685147";"Visa";"*9469 05.02 NOK 20.00 Q-PARK AS (CALE) Kurs: 1.0000";20.00;;
"2013-02-07";"2013-02-07";"17017641595";"Varekjøp";"06.02 IKEA SLEPENDEN  NESBRUVN. 40 BILLINGSTAD";143.00;;
"2013-02-07";"2013-02-07";"17017553168";"Varekjøp";"07.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-07";"2013-02-07";"17017204196";"Varekjøp";"07.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";88.00;;
"2013-02-07";"2013-02-07";"91360051";"Overføring";"TIL KREDITTKORTKONTO";55.27;;
"2013-02-07";"2013-02-07";"17017085593";"Varekjøp";"06.02 IKEA SLEPENDEN  NESBRUVN. 40 BILLINGSTAD";24.00;;
"2013-02-07";"2013-02-07";"17017306264";"Varekjøp";"06.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";69.00;;
"2013-02-06";"2013-02-06";"17017302542";"Varekjøp";"05.02 GODT BRØD TRYVANNSVN OSLO";213.00;;
"2013-02-06";"2013-02-06";"50001685147";"Visa";"*9469 05.02 USD 4.15 Amazon Web Services Kurs: 5.5831";23.17;;
"2013-02-06";"2013-02-06";"17017025875";"Varekjøp";"06.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-06";"2013-02-06";"17017398010";"Varekjøp";"05.02 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";83.30;;
"2013-02-05";"2013-02-05";"50001685147";"Visa";"*9469 31.01 USD 49.88 POLO #189 Kurs: 5.5752";278.09;;
"2013-02-05";"2013-02-05";"50001685147";"Visa";"*9469 02.02 GBP 2.15 STARBUCKS Kurs: 8.8465";19.02;;
"2013-02-05";"2013-02-05";"17017718817";"Varekjøp";"04.02 MENY CC VEST LILLEAKERVN  OSLO";824.11;;
"2013-02-05";"2013-02-05";"50001685147";"Visa";"*9469 01.02 USD 97.76 LACOSTE #478 GILROY Kurs: 5.5753";545.04;;
"2013-02-05";"2013-02-05";"50001685147";"Visa";"*9469 02.02 GBP 22.00 WH SMITH Kurs: 8.8446";194.58;;
"2013-02-05";"2013-02-05";"17017875071";"Varekjøp";"05.02 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-02-05";"2013-02-05";"50001685147";"Visa";"*9469 01.02 USD 32.50 SFMOMA MUSEUMSTORE SFO Kurs: 5.5754";181.20;;
"2013-02-04";"2013-02-04";"17017032743";"Varekjøp";"03.02 STRAND BUTIKK STRANDALLEN  STABEKK";299.00;;
"2013-02-04";"2013-02-04";"17017798781";"Varekjøp";"02.02 7103 DUTY FREE  HOVEDPORTEN  GARDERMOEN";393.00;;
"2013-02-04";"2013-02-04";"17017483220";"Varekjøp";"03.02 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";69.00;;
"2013-02-04";"2013-02-04";"50001685147";"Visa";"*9469 31.01 USD 55.00 NAU-MILPITAS 127 Kurs: 5.5915";307.53;;
"2013-02-01";"2013-02-01";"50001685147";"Visa";"*9469 30.01 USD 72.78 SEPHORA 18 Kurs: 5.6098";408.28;;
"2013-01-31";"2013-02-01";"90010000";"Kreditrente";"KREDITRENTER";;4.75;
"2013-01-31";"2013-01-31";"50001685147";"Visa";"*9469 28.01 USD 38.00 LEVIS OUTLET 404004396 Kurs: 5.6379";214.24;;
"2013-01-31";"2013-01-31";"50001685147";"Visa";"*9469 28.01 USD 26.59 GYMBOREE  500350050038 Kurs: 5.6382";149.92;;
"2013-01-30";"2013-01-30";"50001685147";"Visa";"*9469 28.01 NOK 99.00 SPOTIFY PREMIUM X 1 Kurs: 1.0000";99.00;;
"2013-01-28";"2013-01-28";"17017014307";"Varekjøp";"26.01 BILTEMA BÆRUM RUDSLETTA 38 RUD";39.90;;
"2013-01-28";"2013-01-28";"17017713790";"Varekjøp";"26.01 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";107.00;;
"2013-01-28";"2013-01-28";"17017537952";"Varekjøp";"26.01 667 ULTRA BRODKORBSGT. SANDVIKA";18.90;;
